"Year","Country","Registered","Senior","U20","Female","MaleRefs","FemaleRefs","IndoorRinks","OutdoorRinks","Population","WM","WMI","WMII","WMIII","WM20","WM20I","WM20II","WM20III","WM18","WM18I","WM18II","WM18III","OGM","WW","WWI","WWII","WWIII","WWIV","WWV","WW18","WW18I","WW18II","OGW"
2013,"Morocco",156,82,56,18,3,0,2,0,32649130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Netherlands",2888,1465,1194,229,45,5,26,2,16805037,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013,"New Zealand",1277,665,428,184,50,10,6,3,4365113,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2013,"Norway",6899,2284,3972,643,199,17,44,2,4722701,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Poland",2575,713,1494,368,76,3,35,6,38383809,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2013,"Romania",1188,156,947,85,52,5,6,15,21790479,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013,"Russia",66551,2833,63156,562,1156,13,386,2064,142500482,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
2013,"Serbia",652,192,449,11,24,2,3,1,7243007,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Singapore",434,308,95,31,20,1,1,0,5460302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Slovakia",9230,2025,6754,451,511,16,60,17,5488339,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2013,"Slovenia",886,148,687,51,37,1,7,0,1992690,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2013,"South Africa",483,159,257,67,8,2,5,0,48601098,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2013,"Spain",854,236,530,88,30,1,18,0,47370542,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013,"Sweden",64214,13060,47968,3186,3169,81,352,139,9119423,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
2013,"Switzerland",26466,11476,14082,908,1021,40,158,29,7996026,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
2013,"Thailand",145,53,83,9,15,3,11,0,67448120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Turkey",790,310,320,160,80,30,8,3,80694485,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2013,"Ukraine",4367,591,3764,12,77,0,25,7,44573205,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013,"United Arab Emirates",371,118,186,67,12,0,4,0,5473972,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2013,"United States",510279,137766,306813,65700,23056,1247,1898,85,316668567,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
2014,"Andorra",52,17,24,11,0,0,1,0,85458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Argentina",1010,670,180,160,25,5,0,1,43024374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Armenia",533,352,181,0,18,0,3,3,3060631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Australia",4113,2600,1124,389,241,33,19,0,22507617,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,"Austria",11720,6069,4978,673,254,11,45,72,8223062,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2014,"Belarus",8355,3423,4890,42,129,0,31,3,9608058,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Belgium",2950,1473,1203,274,38,3,16,0,10449361,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2014,"Bosnia & Herzegovina",216,64,127,25,6,0,1,0,3871643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Brazil",519,314,143,62,15,6,2,0,202656788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Bulgaria",488,61,378,49,30,1,3,5,6924716,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2014,"Canada",721504,116884,518008,86612,30444,2266,2631,5000,34834841,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0
2014,"Chile",18,9,5,4,0,0,1,0,17363894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Croatia",600,117,425,58,14,1,2,4,4470534,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2014,"Czech Republic",110525,85576,22302,2647,4463,264,158,23,10627448,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
2014,"Denmark",4252,1678,2174,400,106,5,25,0,5569077,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2014,"DPR Korea",1575,640,420,515,20,0,3,12,24851627,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014,"Estonia",1341,568,700,73,23,1,7,6,1257921,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Finland",73682,28589,39263,5830,1773,48,260,28,5268799,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0
2014,"FYR Macedonia",137,86,51,0,3,0,1,3,2091719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"France",18211,6819,10071,1321,102,7,135,9,66259012,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Georgia",431,81,337,13,4,0,4,1,4935880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014,"Germany",29371,8389,18084,2898,202,21,202,45,80996685,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
2014,"Great Britain",11039,5625,4343,1071,277,18,84,0,63742977,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2014,"Greece",713,463,153,97,4,2,0,0,10775557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Hong Kong",1631,514,903,214,18,0,5,0,7112688,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2014,"Hungary",4449,557,3328,564,104,8,19,18,9919128,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
2014,"Iceland",530,60,376,94,14,3,3,0,317351,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,"India",910,300,345,265,10,0,3,12,1236344631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Ireland",297,189,70,38,14,4,0,0,4832765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Israel",613,239,352,22,13,0,3,0,7821850,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Italy",5851,1362,4149,340,158,6,45,24,61680122,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,"Japan",19260,9641,6996,2623,869,69,110,120,127103388,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
2014,"Kazakhstan",4892,438,4279,175,49,8,19,128,17948816,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Korea",1744,109,1458,177,70,13,38,4,49039986,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2014,"Kuwait",398,94,205,99,1,1,1,0,2742711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Kyrgyzstan",330,228,102,0,6,0,1,4,5604212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Latvia",5740,3965,1689,86,162,25,17,0,2165165,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2014,"Liechtenstein",86,65,21,0,0,0,0,0,37313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Lithuania",1246,476,741,29,33,1,8,4,3505738,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,"Luxembourg",392,130,235,27,26,8,3,1,520672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014,"Macau",144,48,71,25,7,1,1,0,587914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Malaysia",295,119,137,39,15,2,1,0,30073353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Mexico",2020,243,1427,350,14,0,23,0,120286655,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2014,"Mongolia",974,460,514,0,8,0,0,13,2953190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Morocco",154,80,60,14,4,0,2,0,32987206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Netherlands",2888,1465,1194,229,45,5,26,2,16877351,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,"New Zealand",1277,665,428,184,50,10,6,3,4401916,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2014,"Norway",6899,2284,3972,643,199,17,44,2,5147792,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2014,"Oman",39,24,15,0,0,0,1,0,3219775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Poland",2575,713,1494,368,76,3,35,6,38346279,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2014,"Qatar",66,4,62,0,2,0,3,0,2123160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Romania",1102,165,884,53,36,4,6,15,21729871,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,"Russia",84270,1966,81592,712,1158,6,419,2450,142470272,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0
2014,"Serbia",813,224,565,24,30,2,3,1,7209764,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Singapore",476,292,151,33,21,2,2,0,5567301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Slovakia",11308,2122,8675,511,529,17,64,17,5443583,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
2014,"Slovenia",1020,145,799,76,37,1,7,0,1988292,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
2014,"South Africa",408,132,195,81,8,2,6,0,48375645,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2014,"Spain",900,218,524,158,30,1,18,0,47737941,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,"Sweden",56839,11884,41521,3434,4223,73,355,136,9723809,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0
2014,"Switzerland",26415,11584,13740,1091,1070,36,158,30,8061516,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0
2014,"Thailand",359,116,207,36,5,0,13,0,67741401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Turkey",1395,69,871,455,125,62,8,20,81619392,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2014,"Ukraine",4080,445,3621,14,72,0,25,7,44291413,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,"United Arab Emirates",900,342,443,115,19,2,9,0,5628805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014,"United States",519417,149884,302303,67230,22158,1255,1898,500,318892103,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0
2015,"Andorra",52,17,24,11,0,0,1,0,85580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Argentina",1010,670,180,160,25,5,0,1,43431886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Armenia",294,67,227,0,18,0,3,4,3056382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Australia",4264,2743,1132,389,251,27,10,0,22751014,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,"Austria",11754,6069,5009,676,254,11,47,72,8665550,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Belarus",4851,1569,3277,5,118,0,31,3,9589689,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Belgium",2571,1216,1103,252,34,4,16,0,11323973,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,"Bosnia & Herzegovina",197,44,123,30,6,0,1,0,3867055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,"Brazil",542,318,172,52,25,0,4,0,204259812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Bulgaria",565,95,405,65,33,2,5,4,7186893,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,"Canada",721504,116884,518008,86612,30444,2266,2631,5000,35099836,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
2015,"Chile",18,9,5,4,0,0,1,0,17508260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Croatia",616,125,433,58,15,1,2,4,4464844,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2015,"Czech Republic",109103,79838,26551,2714,4463,264,21,148,10644842,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
2015,"Denmark",4295,1680,2198,417,114,5,26,0,5581503,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,"DPR Korea",1575,640,420,515,20,0,3,12,24983205,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,"Estonia",843,194,619,30,60,8,6,4,1265420,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015,"Finland",75871,29683,39731,6457,1814,62,260,24,5476922,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
2015,"FYR Macedonia",137,86,51,0,3,0,1,3,66553766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"France",20656,8324,10217,2115,102,7,135,9,2096015,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Georgia",492,64,386,42,4,0,4,1,4931226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,"Germany",25201,7196,15646,2359,1052,50,202,45,80854408,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
2015,"Great Britain",10896,5625,4170,1101,282,19,63,0,64088222,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2015,"Greece",713,463,153,97,4,2,0,0,10775643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Hong Kong",1631,514,903,214,18,0,4,0,7141106,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2015,"Hungary",4622,636,3509,477,114,4,24,13,9897541,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2015,"Iceland",511,62,357,92,15,2,3,0,331918,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,"India",1104,315,541,248,10,2,10,4,1251695584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Ireland",232,72,120,40,2,2,0,5,4892305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Israel",849,326,488,35,22,0,3,0,8049314,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Italy",5851,1362,4149,340,158,6,45,24,61855120,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2015,"Japan",19287,9965,7103,2219,825,60,34,123,126919659,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
2015,"Kazakhstan",4892,438,4279,175,49,8,19,128,18157122,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2015,"Korea",2207,133,1880,194,55,8,38,4,49115196,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2015,"Kuwait",440,97,242,101,1,1,2,0,2788534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Kyrgyzstan",501,247,254,0,11,0,3,2,5664939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Latvia",5841,4017,1722,102,139,26,19,0,1986705,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,"Liechtenstein",86,65,21,0,0,0,0,0,37624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Lithuania",1403,484,883,36,33,1,8,4,2884433,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2015,"Luxembourg",392,130,235,27,26,8,3,1,570252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,"Macau",144,48,71,25,7,1,1,0,592731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Malaysia",295,119,137,39,15,2,1,0,30513848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Mexico",2020,243,1427,350,14,0,23,0,121736809,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2015,"Mongolia",653,275,374,4,8,0,0,13,2992908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Morocco",151,110,27,14,2,0,2,0,33322699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Netherlands",5615,0,4923,692,50,7,26,2,16947904,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015,"New Zealand",1277,665,428,184,50,10,6,3,4438393,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2015,"Norway",6629,1818,4179,632,255,15,45,1,5207689,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Oman",60,36,24,0,0,0,1,0,3286936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Poland",2575,713,1494,368,76,3,35,6,38562189,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2015,"Qatar",114,11,99,4,5,0,3,0,2194817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Romania",1075,168,839,68,40,4,6,15,21666350,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Russia",99172,11320,86100,1752,1120,26,450,2553,142423773,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
2015,"Serbia",849,224,590,35,24,2,3,1,7176794,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Singapore",461,278,149,34,21,2,2,0,5674472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Slovakia",11518,3285,7542,691,319,12,64,17,5445027,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2015,"Slovenia",988,117,807,64,37,1,7,0,1983412,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,"South Africa",682,187,356,139,8,2,5,1,53675563,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2015,"Spain",923,197,521,205,30,1,16,0,48146134,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,"Sweden",60089,13060,43311,3718,4628,104,358,136,9801616,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
2015,"Switzerland",23296,6639,15530,1127,1209,53,159,30,8121830,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
2015,"Thailand",359,116,207,36,5,0,13,0,67976405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Turkey",1300,226,727,347,125,62,8,20,79414269,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2015,"Turkmenistan",182,62,120,0,0,0,4,0,5231422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Ukraine",6181,2425,3724,32,53,0,26,7,44429471,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2015,"United Arab Emirates",900,342,443,115,19,2,9,0,5779760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,"United States",533172,156357,307071,69744,21872,1319,1900,500,321368864,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
2016,"Andorra",52,17,24,11,0,0,1,0,85580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Argentina",972,600,120,252,13,13,1,5,43431886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Armenia",323,66,257,0,6,0,3,2,3056382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Australia",3918,2381,1069,468,332,47,19,0,22751014,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,"Austria",9493,3938,4884,671,254,11,38,35,8665550,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Belarus",4968,1589,3375,4,137,2,38,3,9589689,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2016,"Belgium",2180,834,1210,136,39,3,16,0,11323973,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Bosnia & Herzegovina",187,39,112,36,6,0,1,3,3867055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016,"Brazil",27,23,4,0,10,0,4,0,204259812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Bulgaria",760,120,575,65,28,6,3,5,7186893,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2016,"Canada",639500,97000,455000,87500,29907,2326,3250,5000,35099836,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
2016,"Chile",493,128,242,123,0,0,2,0,17508260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"China",1101,222,585,294,61,34,154,206,1367485388,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Chinese Taipei",960,85,696,179,72,19,7,0,23415126,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Croatia",562,128,380,54,16,0,8,2,4464844,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2016,"Czech Republic",109103,79838,26551,2714,4700,201,21,148,10644842,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
2016,"Denmark",4716,1743,2545,428,115,5,27,0,5581503,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2016,"DPR Korea",2320,170,1230,920,32,6,3,13,24983205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,"Estonia",1393,798,574,21,60,8,6,4,1265420,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016,"Finland",74150,29593,38607,5950,1814,62,33,263,5476922,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
2016,"France",21451,8615,10630,2206,106,7,135,9,66553766,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2016,"FYR Macedonia",119,45,59,15,4,0,1,6,2096015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Georgia",492,64,386,42,4,0,4,1,4931226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016,"Germany",25430,7240,15774,2416,243,41,209,45,80854408,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Great Britain",12462,6636,4693,1133,282,19,63,0,64088222,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2016,"Greece",296,85,171,40,3,0,3,0,10775643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
