simulation,validSimulation,season,validSeason,count,mean,std,min,25%,50%,75%,max
883,True,6,True,206.0,332803.92718446604,147432.3980683848,13843.0,228410.0,290704.0,399717.5,692152.0
883,True,7,True,206.0,337096.5485436893,133243.42583819147,6890.0,241166.0,310070.0,406536.0,689045.0
883,True,8,True,200.0,329796.055,150566.99627901328,6816.0,231747.0,299908.0,397037.0,681608.0
883,True,9,True,201.0,326841.3532338308,132635.3156321483,46925.0,241329.0,294958.0,395511.0,670358.0
883,True,10,True,202.0,331390.198019802,143358.20190870806,13186.0,237355.0,316474.0,415372.0,659321.0
884,True,1,True,209.0,320443.0813397129,155295.13327773075,6920.0,207603.0,283724.0,387525.0,692009.0
884,True,2,True,215.0,344729.67441860464,164876.42811638318,22640.0,222630.0,309418.0,464126.5,754678.0
884,True,3,True,210.0,360752.0904761905,173633.3411235544,7464.0,238843.0,317213.0,447830.0,746384.0
884,True,4,True,206.0,361883.5631067961,162523.9239312572,21950.0,243274.25,329243.0,451795.0,731652.0
884,True,5,True,209.0,329759.25358851673,144351.8539883464,7122.0,242148.0,313368.0,384589.0,712201.0
884,True,6,True,203.0,336515.157635468,136782.25280387708,7088.0,240986.0,318953.0,389831.0,708784.0
884,True,7,True,207.0,335348.884057971,137709.6558036131,6889.0,237683.0,310021.0,406472.0,688936.0
884,True,8,True,215.0,349943.25581395347,152861.2900058634,20557.0,239829.0,315204.0,404283.0,685226.0
884,True,9,True,202.0,317056.32178217825,136165.96914287112,20285.0,229893.0,280604.0,370194.75,676155.0
884,True,10,True,197.0,338634.4263959391,130873.32909336618,32898.0,236867.0,315823.0,407938.0,657964.0
885,True,1,True,209.0,313953.4210526316,162514.8711701981,6920.0,193762.0,269883.0,380605.0,692009.0
885,True,2,True,204.0,348902.5539215686,166187.7772407724,22593.0,225932.0,323836.0,429271.0,753107.0
885,True,3,True,216.0,346466.537037037,163573.36266007437,7441.0,238120.0,305092.0,453917.0,744126.0
885,True,4,True,207.0,353202.96618357487,145987.47322155884,37132.0,252498.0,319336.0,427019.0,742641.0
885,True,5,True,207.0,335459.7439613527,161231.810830875,14346.0,233117.0,294086.0,394506.0,717283.0
885,True,6,True,206.0,334731.8786407767,156621.18472821015,7038.0,225227.0,299130.0,401186.0,703836.0
885,True,7,True,208.0,339225.76923076925,156619.98418043845,62288.0,221470.0,311442.0,429098.0,692094.0
885,True,8,True,215.0,349012.4976744186,149435.38757202917,6880.0,244254.5,323379.0,409384.0,688041.0
885,True,9,True,196.0,326701.5306122449,129658.92683100647,26658.0,233261.0,293243.0,394878.0,666460.0
885,True,10,True,205.0,326757.5756097561,127958.57126697943,6567.0,236396.0,288928.0,380860.0,656654.0
886,True,1,True,219.0,337662.3561643836,149836.22609596088,20760.0,238743.0,297564.0,415205.0,692009.0
886,True,2,True,221.0,381269.9140271493,174796.3935772049,7431.0,260087.0,334397.0,468156.0,743105.0
886,True,3,True,209.0,333245.6028708134,157297.79338890745,29187.0,226202.0,299170.0,401326.0,729684.0
886,True,4,True,213.0,353851.3145539906,163324.83540255975,118390.0,229382.0,318174.0,399568.0,739941.0
886,True,5,True,214.0,330380.4018691589,144301.15851251403,14435.0,230956.0,295912.0,396956.0,721738.0
886,True,6,True,208.0,343634.97596153844,150556.00791065957,6938.0,235895.0,298337.0,416285.0,693808.0
886,True,7,True,214.0,333840.1028037383,145056.9190199401,27785.0,236171.0,298687.0,394197.5,694621.0
886,True,8,True,196.0,331151.6887755102,138905.7141923331,6831.0,239101.0,307416.0,391101.0,683146.0
886,True,9,True,200.0,337521.33,135479.6824878407,13215.0,237877.0,303954.0,389854.0,660770.0
886,True,10,True,208.0,333432.91826923075,154788.0110873414,6675.0,225284.25,300379.0,407180.0,667508.0
887,True,1,True,231.0,347112.7835497836,169556.67716713974,13840.0,224903.0,297564.0,449806.0,692009.0
887,True,2,True,208.0,345717.95673076925,165345.96421838453,7410.0,222285.0,296381.0,409375.5,740952.0
887,True,3,True,195.0,338196.24102564104,155076.27715839577,14652.0,227105.0,307690.0,417580.0,732596.0
887,True,4,True,210.0,356114.3857142857,171927.20431741088,7186.0,231746.5,308995.0,450917.5,718594.0
887,True,5,True,212.0,340443.0801886792,152333.50811058574,14266.0,235396.0,310295.5,435127.0,713322.0
887,True,6,True,205.0,331483.6,158147.30415330152,20804.0,221914.0,298197.0,409153.0,693480.0
887,True,7,True,199.0,322159.48743718595,147118.44978901118,6905.0,224401.5,283091.0,379756.0,690466.0
887,True,8,True,203.0,326898.61083743843,145934.75275839792,6762.0,223140.0,290758.0,385423.0,676181.0
887,True,9,True,204.0,346662.7549019608,138185.58346304932,160497.0,240746.0,307620.0,409603.0,668740.0
887,True,10,True,205.0,343503.05853658536,133195.76324827556,6681.0,253879.0,307328.0,420905.0,668104.0
888,True,1,True,209.0,325542.1052631579,151353.6332320336,20760.0,214523.0,297564.0,415205.0,692009.0
888,True,2,True,209.0,338026.83732057415,152716.31969449468,75818.0,235037.0,318437.0,386674.0,758184.0
888,True,3,True,205.0,339434.77073170734,164711.92758940315,22295.0,222955.0,297273.0,408750.0,743182.0
888,True,4,True,209.0,341861.2918660287,160507.78001820078,7309.0,226590.0,314303.0,423943.0,730936.0
888,True,5,True,210.0,338391.0714285714,163450.82803749634,7138.0,235541.0,306918.0,412197.5,713762.0
888,True,6,True,198.0,331505.13636363635,146587.72799036506,7031.0,225004.0,305865.5,407821.0,703139.0
888,True,7,True,206.0,325948.645631068,153693.0652494807,55890.0,223562.0,286439.0,396473.25,698631.0
888,True,8,True,202.0,334907.05445544556,129828.38817048939,27079.0,245407.5,311414.0,390959.5,676986.0
888,True,9,True,203.0,321673.97536945814,141062.05472009766,26172.0,222464.0,287895.0,372955.0,654307.0
888,True,10,True,205.0,321098.88780487806,143107.96553234197,39100.0,215051.0,280218.0,410553.0,651671.0
889,True,1,True,209.0,315410.2918660287,154273.69376320217,27680.0,207603.0,283724.0,380605.0,692009.0
889,True,2,True,202.0,338672.82178217825,166730.6448681441,22359.0,223593.0,283217.0,430415.75,745309.0
889,True,3,True,214.0,378091.8738317757,163563.66516234833,7378.0,260088.75,339407.0,462995.5,737841.0
889,True,4,True,196.0,345065.25,156414.05046450123,7121.0,235009.0,299103.0,421948.25,712149.0
889,True,5,True,196.0,332781.9030612245,140589.9894982708,7077.0,233554.0,286634.5,405181.25,707739.0
889,True,6,True,212.0,352401.21698113205,167723.10332038903,7085.0,240906.0,318846.0,453469.0,708546.0
889,True,7,True,204.0,342256.9166666667,148606.6137080093,13794.0,241402.0,310374.0,415556.5,689721.0
889,True,8,True,208.0,336030.6201923077,139291.36220745588,13379.0,239158.5,311073.0,396366.5,668974.0
889,True,9,True,201.0,324221.74626865675,137806.93126483262,20070.0,234155.0,287676.0,374647.0,669013.0
889,True,10,True,207.0,324659.077294686,145419.47430532376,38675.0,219159.0,277172.0,383528.0,644585.0
890,True,1,True,214.0,334912.81308411213,149472.3728837701,27680.0,216253.0,307944.0,429045.0,692009.0
890,True,2,True,199.0,342047.8391959799,165362.79984033477,7510.0,240336.0,300419.0,424342.5,751048.0
890,True,3,True,212.0,353738.6509433962,176211.7934754105,15075.0,226131.0,312815.0,444724.0,753770.0
890,True,4,True,198.0,331181.1313131313,150982.9730236117,7341.0,236762.25,304670.5,403780.0,734146.0
890,True,5,True,202.0,341537.3712871287,159516.38620220404,7267.0,232536.0,312470.0,419655.25,726675.0
890,True,6,True,192.0,323606.8333333333,150454.23873038826,62993.0,202979.0,290469.5,384960.0,699927.0
890,True,7,True,206.0,334183.286407767,157005.74714085794,6834.0,225531.0,307543.0,401514.5,683429.0
890,True,8,True,203.0,344085.60591133,137007.213217177,6823.0,245612.0,327483.0,405942.5,682256.0
890,True,9,True,207.0,332064.13526570046,132805.09855343445,6651.0,239433.0,299292.0,399055.0,665092.0
890,True,10,True,208.0,331142.35576923075,140977.59949297033,33471.0,234300.0,294549.0,394963.0,669430.0
891,True,1,True,209.0,324085.2583732057,149338.84199759594,6920.0,228363.0,297564.0,387525.0,692009.0
891,True,2,True,211.0,363135.7488151659,167241.61359382173,7355.0,242730.0,330995.0,470748.0,735544.0
891,True,3,True,208.0,343539.79326923075,161695.25812463046,14888.0,230768.0,312654.0,401983.0,744414.0
891,True,4,True,206.0,324512.98058252427,145057.73682940155,21428.0,223213.5,307141.0,385712.0,714282.0
891,True,5,True,199.0,344715.4974874372,153956.92702810786,71145.0,241894.0,320154.0,405529.0,711454.0
891,True,6,True,205.0,376008.03414634144,151891.67826616942,7019.0,266719.0,350945.0,477286.0,701891.0
891,True,7,True,199.0,333680.5929648241,143283.4250883917,49114.0,224522.0,308718.0,399930.0,701632.0
891,True,8,True,208.0,344113.47596153844,153566.2597540228,41135.0,226245.0,308516.0,401070.0,685590.0
891,True,9,True,211.0,353401.2511848341,150366.72236745682,13650.0,238868.0,320765.0,443611.0,682479.0
891,True,10,True,192.0,313828.0520833333,123776.22031819785,45786.0,222391.0,300883.0,387550.0,654092.0
892,True,1,True,219.0,329667.89497716894,149977.4336874098,34600.0,221443.0,290644.0,397905.0,692009.0
892,True,2,True,207.0,323903.40579710144,167841.0332819857,22113.0,202706.5,287475.0,398042.0,737115.0
892,True,3,True,197.0,357103.6852791878,159661.74032860092,7424.0,237567.0,319230.0,445437.0,742396.0
892,True,4,True,198.0,332863.6060606061,153614.5864693143,7342.0,220253.0,293671.0,423986.5,734176.0
892,True,5,True,202.0,338507.4306930693,143307.4889053113,7222.0,238328.0,310549.0,402630.5,722207.0
892,True,6,True,203.0,340204.52709359606,148226.55111516974,35149.0,239016.0,302285.0,397188.0,702988.0
892,True,7,True,205.0,330902.6195121951,157517.19701518686,27838.0,229666.0,299262.0,403656.0,695958.0
892,True,8,True,197.0,333591.77664974617,140794.687655722,6782.0,237370.0,298408.0,393356.0,678200.0
892,True,9,True,198.0,310149.6212121212,143992.01669234966,39687.0,211666.0,261275.5,357187.0,661457.0
892,True,10,True,199.0,323563.3819095477,136806.4711563654,6592.0,224123.0,290041.0,385623.0,659184.0
893,True,1,True,219.0,357379.87671232875,154854.38404922394,34600.0,242203.0,311404.0,435966.0,692009.0
893,True,2,True,205.0,345849.3219512195,161179.90910778515,7275.0,232814.0,312844.0,421975.0,727544.0
893,True,3,True,203.0,353328.5320197044,155666.76743968666,7397.0,244091.0,325454.0,436405.0,739669.0
893,True,4,True,211.0,342531.5118483412,165865.24243876443,7215.0,238100.0,317467.0,432909.0,721515.0
893,True,5,True,207.0,340683.8599033816,144958.8244089806,14329.0,243598.0,308080.0,401220.0,716464.0
893,True,6,True,212.0,332289.09433962265,137059.71187366307,116984.0,233969.0,292461.0,385361.0,688144.0
893,True,7,True,207.0,342646.52173913043,151381.04888695554,6957.0,243499.0,306113.0,424384.0,695712.0
893,True,8,True,201.0,311170.01492537314,139691.51683020973,13453.0,208529.0,289250.0,383424.0,672673.0
893,True,9,True,205.0,326916.05853658536,144528.6801091894,6675.0,220278.0,293704.0,393830.0,667508.0
893,True,10,True,206.0,326461.43203883496,137034.44175044587,72292.0,223447.0,282595.0,399248.0,657198.0
894,True,1,True,207.0,323605.98067632853,156192.36686544176,34600.0,204143.0,276804.0,415205.0,692009.0
894,True,2,True,217.0,361021.83410138247,161656.59996103807,29870.0,253896.0,321103.0,440584.0,746752.0
894,True,3,True,215.0,335370.73023255815,167429.1666779386,14998.0,217477.0,292468.0,419955.0,749919.0
894,True,4,True,200.0,330754.205,157814.8041283304,14287.0,221455.0,292893.0,407192.0,714372.0
894,True,5,True,195.0,343316.5641025641,157170.0966816766,7222.0,245544.0,310540.0,411647.0,722187.0
894,True,6,True,194.0,323700.03092783503,139844.82523506167,14096.0,239632.0,296017.0,387641.0,704801.0
894,True,7,True,201.0,331186.855721393,128014.568168135,13805.0,234688.0,310616.0,400350.0,690259.0
894,True,8,True,207.0,334083.05797101447,142045.08335799968,20643.0,237398.5,295888.0,405986.0,688112.0
894,True,9,True,203.0,322415.83251231525,135909.20277538645,58958.0,222732.0,301343.0,383229.5,655094.0
894,True,10,True,202.0,317904.65346534655,143696.58781107498,6607.0,218042.0,284116.0,376618.0,660734.0
895,True,1,True,223.0,347928.3139013453,169544.2891441275,6920.0,214523.0,311404.0,432505.5,692009.0
895,True,2,True,207.0,375529.5458937198,165012.3696298576,7520.0,263201.0,338402.0,466242.0,752004.0
895,True,3,True,208.0,330679.01923076925,158725.6694212282,7327.0,227146.0,304082.5,410328.0,732729.0
895,True,4,True,207.0,334592.1642512077,164373.77267894882,7275.0,225533.0,291011.0,411052.5,727527.0
895,True,5,True,197.0,360729.2588832487,152170.89379737113,7237.0,246070.0,318444.0,441479.0,723736.0
895,True,6,True,206.0,337890.2281553398,146260.47760345784,7019.0,245658.0,301808.0,400071.0,701880.0
895,True,7,True,194.0,350111.6391752577,150613.19889027785,13896.0,243173.0,305703.0,422079.0,694780.0
895,True,8,True,200.0,324762.7,131986.8618698134,6889.0,227348.0,303130.0,392692.0,688932.0
895,True,9,True,206.0,322745.1941747573,138386.51739886552,46424.0,220513.0,281859.0,371390.0,663197.0
895,True,10,True,202.0,328841.4653465347,130951.29415578872,6627.0,231934.0,291575.0,390975.0,662669.0
896,True,1,True,216.0,343088.93518518517,150028.86503589424,20760.0,233553.0,304484.0,423855.0,692009.0
896,True,2,True,199.0,318362.91959798994,153286.71523092414,29402.0,220516.0,271970.0,367527.0,735053.0
896,True,3,True,216.0,359725.30555555556,179267.81715724885,7468.0,231519.0,321139.0,442499.25,746835.0
896,True,4,True,209.0,318434.76555023924,148257.2803022592,57671.0,216268.0,281148.0,389282.0,720893.0
896,True,5,True,212.0,344732.5,160372.90028509518,7172.0,229506.0,301227.0,417772.25,717206.0
896,True,6,True,208.0,328835.8125,154604.7950260652,14233.0,234849.0,302456.5,405647.0,711662.0
896,True,7,True,204.0,352266.48529411765,150418.67009440757,35007.0,245049.0,315063.0,421834.25,700140.0
896,True,8,True,206.0,342903.8058252427,127977.61085143044,20408.0,258499.0,319722.0,428564.0,680260.0
896,True,9,True,204.0,331935.45588235295,148624.53911178382,6765.0,230000.0,304412.0,385589.0,676472.0
896,True,10,True,202.0,329571.84653465345,130145.45667695414,71535.0,234116.0,292645.0,383690.0,650323.0
897,True,1,True,211.0,312748.57345971564,151124.2128032058,20760.0,207603.0,262963.0,380605.0,692009.0
897,True,2,True,216.0,360635.43055555556,161291.71420361102,15118.0,241893.0,317485.0,423314.0,755917.0
897,True,3,True,219.0,351280.52511415526,179778.20836510224,22353.0,208625.0,312937.0,458229.5,745089.0
897,True,4,True,217.0,362625.3179723502,169939.6205858599,7367.0,235752.0,309425.0,419934.0,736726.0
897,True,5,True,207.0,336129.3719806763,150217.28221331633,14568.0,236737.0,291368.0,393347.0,728421.0
897,True,6,True,209.0,324811.5023923445,157334.04961309247,21104.0,211043.0,295461.0,393948.0,703478.0
897,True,7,True,203.0,344393.5172413793,140422.88321882786,6843.0,253205.0,307952.0,403759.0,684337.0
897,True,8,True,206.0,344967.27669902914,148473.62045031943,154983.0,229106.0,296490.0,412727.25,673841.0
897,True,9,True,196.0,325650.60714285716,139405.82032242394,6665.0,233288.0,299941.0,399922.0,666536.0
897,True,10,True,203.0,329561.73399014777,146912.92751314753,67176.0,228400.0,275423.0,392982.0,671765.0
898,True,1,True,212.0,340030.90566037735,154105.19189697155,13840.0,228363.0,290644.0,429045.0,692009.0
898,True,2,True,207.0,340451.47826086957,158174.02921545223,29573.0,236587.0,295734.0,391848.0,739336.0
898,True,3,True,201.0,334862.12935323385,170121.8366773742,7449.0,216015.0,297952.0,409684.0,744879.0
898,True,4,True,211.0,329276.3696682464,165541.22254364213,7192.0,215768.0,294883.0,409959.0,719227.0
898,True,5,True,212.0,370187.57547169813,154182.3975389282,7183.0,265765.0,337594.0,452519.0,718285.0
898,True,6,True,209.0,320988.6602870813,149455.7540507532,34545.0,221089.0,283270.0,386905.0,690903.0
898,True,7,True,197.0,316463.4314720812,136597.8672534287,6776.0,216823.0,291355.0,386215.0,677571.0
898,True,8,True,198.0,330366.32828282827,143747.7032404055,61407.0,225161.0,283156.5,388914.0,682305.0
898,True,9,True,206.0,337865.0873786408,147642.4158575238,86509.0,226256.0,292801.0,397611.25,665458.0
898,True,10,True,197.0,305884.14720812184,127667.55972452021,6635.0,232225.0,278671.0,358291.0,663501.0
899,True,1,True,223.0,337160.31838565023,164563.85700078483,6920.0,228363.0,290644.0,429045.0,692009.0
899,True,2,True,208.0,324917.0096153846,159274.7574337946,14788.0,207037.0,288373.0,399285.0,739417.0
899,True,3,True,216.0,351839.7083333333,161584.68330375562,7373.0,243321.0,317055.0,427656.0,737338.0
899,True,4,True,203.0,346200.6699507389,153701.84859142138,7388.0,236430.0,295537.0,413752.0,738843.0
899,True,5,True,215.0,354271.7395348837,154922.63604191234,57307.0,239974.0,329516.0,429804.0,716340.0
899,True,6,True,209.0,325188.56459330145,156225.19142607055,14147.0,219286.0,282949.0,403203.0,707373.0
899,True,7,True,199.0,327985.783919598,137620.81761921177,34276.0,226224.0,301633.0,404462.0,685529.0
899,True,8,True,204.0,324582.50980392157,142030.35290788315,6845.0,231005.75,294319.0,383299.0,684462.0
899,True,9,True,204.0,318270.51470588235,151098.09492976317,33235.0,204393.25,289141.5,385522.0,664693.0
899,True,10,True,198.0,321275.8939393939,140660.83428210544,19790.0,224290.0,290258.0,385910.75,659677.0
900,True,1,True,209.0,315741.36363636365,150959.39148124028,6920.0,200683.0,276804.0,394445.0,692009.0
900,True,2,True,222.0,376596.5045045045,156642.16165113336,22602.0,263689.0,346562.0,450154.5,753397.0
900,True,3,True,206.0,359872.1213592233,169188.42171478903,29453.0,242989.0,323985.0,463888.0,736330.0
900,True,4,True,214.0,359868.3317757009,173117.4046145184,7436.0,237966.0,312331.0,436891.0,743645.0
900,True,5,True,203.0,344650.6354679803,148441.273433368,7083.0,233733.0,311644.0,410803.0,708282.0
900,True,6,True,213.0,344998.54460093897,150733.43100550913,35049.0,238336.0,315445.0,420594.0,700989.0
